danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,artist.name,track.popularity,year
0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,audio_features,7q0aQpiLv5tIsupcgQ3Ny4,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,200733,4,Budapest,George Ezra,5,2016
0.699,0.474,0,-7.803,1,0.211,0.206,0.00757,0.248,0.31,144.976,audio_features,1BA8zREEg06ofDZhDJPli4,spotify:track:1BA8zREEg06ofDZhDJPli4,https://api.spotify.com/v1/tracks/1BA8zREEg06ofDZhDJPli4,https://api.spotify.com/v1/audio-analysis/1BA8zREEg06ofDZhDJPli4,148907,4,Cruel - MXXWLL Remix,Snakehips,0,2016
0.77,0.594,8,-5.653,1,0.0412,0.00269,0,0.254,0.741,118.028,audio_features,3Wp41OkERn8G2zRmTk2NHm,spotify:track:3Wp41OkERn8G2zRmTk2NHm,https://api.spotify.com/v1/tracks/3Wp41OkERn8G2zRmTk2NHm,https://api.spotify.com/v1/audio-analysis/3Wp41OkERn8G2zRmTk2NHm,193506,4,Unbelievable,Owl City,0,2016
0.804,0.413,11,-11.338,0,0.0353,0.11,0.609,0.235,0.169,124.011,audio_features,2suWtAleAAebiDASnkg6cu,spotify:track:2suWtAleAAebiDASnkg6cu,https://api.spotify.com/v1/tracks/2suWtAleAAebiDASnkg6cu,https://api.spotify.com/v1/audio-analysis/2suWtAleAAebiDASnkg6cu,312207,4,What Do You Want - Radio Edit,Justin Jay,0,2016
0.622,0.701,8,-5.452,1,0.0559,0.423,0,0.0955,0.645,179.998,audio_features,4Ld3RS6KBXGsvtfmnjxlVl,spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,https://api.spotify.com/v1/tracks/4Ld3RS6KBXGsvtfmnjxlVl,https://api.spotify.com/v1/audio-analysis/4Ld3RS6KBXGsvtfmnjxlVl,207013,4,El Perdón (with Enrique Iglesias),Nicky Jam,0,2016
0.654,0.255,0,-9.569,1,0.0309,0.656,0,0.113,0.145,119.799,audio_features,0FzY5M1jGWIc9yHQEDGlzF,spotify:track:0FzY5M1jGWIc9yHQEDGlzF,https://api.spotify.com/v1/tracks/0FzY5M1jGWIc9yHQEDGlzF,https://api.spotify.com/v1/audio-analysis/0FzY5M1jGWIc9yHQEDGlzF,269573,4,Wild Sun,The Strumbellas,0,2016
0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-5,0.305,0.813,137.831,audio_features,5GjPQ0eI7AgmOnADn1EO6Q,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/tracks/5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/audio-analysis/5GjPQ0eI7AgmOnADn1EO6Q,126533,4,Eleanor Rigby - Remastered 2009,The Beatles,69,2016
0.73,0.758,1,-4.888,1,0.0653,0.147,0,0.311,0.877,120.041,audio_features,1oxOiOjsi7plNOZEhoPLPj,spotify:track:1oxOiOjsi7plNOZEhoPLPj,https://api.spotify.com/v1/tracks/1oxOiOjsi7plNOZEhoPLPj,https://api.spotify.com/v1/audio-analysis/1oxOiOjsi7plNOZEhoPLPj,206493,4,Good Grief,Bastille,66,2016
0.421,0.963,4,-2.16,0,0.415,0.0819,0,0.5,0.494,180.336,audio_features,66h8hB4In6t725WtAPL23J,spotify:track:66h8hB4In6t725WtAPL23J,https://api.spotify.com/v1/tracks/66h8hB4In6t725WtAPL23J,https://api.spotify.com/v1/audio-analysis/66h8hB4In6t725WtAPL23J,300427,4,Talkin’ 2 Myself,Eminem,58,2016
0.57,0.798,9,-4.92,1,0.0323,0.102,1.28e-4,0.178,0.671,103.303,audio_features,57i3M29DWoo7RDk0Tf0LZG,spotify:track:57i3M29DWoo7RDk0Tf0LZG,https://api.spotify.com/v1/tracks/57i3M29DWoo7RDk0Tf0LZG,https://api.spotify.com/v1/audio-analysis/57i3M29DWoo7RDk0Tf0LZG,171333,4,Daylight,Matt and Kim,68,2016
0.442,0.606,9,-5.825,1,0.0259,0.0678,1.43e-5,0.0973,0.359,171.982,audio_features,7AQAlklmptrrkBSeujkXsD,spotify:track:7AQAlklmptrrkBSeujkXsD,https://api.spotify.com/v1/tracks/7AQAlklmptrrkBSeujkXsD,https://api.spotify.com/v1/audio-analysis/7AQAlklmptrrkBSeujkXsD,235880,4,Somewhere Only We Know,Keane,56,2016
0.389,0.665,0,-6.169,1,0.0644,0.178,7.32e-4,0.116,0.199,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547,4,Unsteady,X Ambassadors,74,2016
0.372,0.532,7,-7.968,1,0.0314,0.232,0,0.0951,0.727,102.627,audio_features,3oGGipilQmZTol8qFTR6u1,spotify:track:3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/tracks/3oGGipilQmZTol8qFTR6u1,https://api.spotify.com/v1/audio-analysis/3oGGipilQmZTol8qFTR6u1,220045,4,All You Need Is Love,The Beatles,47,2016
0.72,0.586,11,-6.001,1,0.035,0.215,2.23e-5,0.0919,0.908,176.137,audio_features,4eLn7z31zqzEdlKSgesohf,spotify:track:4eLn7z31zqzEdlKSgesohf,https://api.spotify.com/v1/tracks/4eLn7z31zqzEdlKSgesohf,https://api.spotify.com/v1/audio-analysis/4eLn7z31zqzEdlKSgesohf,208507,4,Good People,Jack Johnson,60,2016
0.47,0.806,6,-4.1,1,0.0328,0.0271,1.42e-4,0.2,0.403,93.853,audio_features,1D7UBHqaPWDbBHs2S5YXge,spotify:track:1D7UBHqaPWDbBHs2S5YXge,https://api.spotify.com/v1/tracks/1D7UBHqaPWDbBHs2S5YXge,https://api.spotify.com/v1/audio-analysis/1D7UBHqaPWDbBHs2S5YXge,254333,4,Perfect Situation,Weezer,56,2016
0.712,0.315,2,-12.464,0,0.0342,0.718,5.14e-4,0.0973,0.185,118.008,audio_features,62D09HrnYzp0VWsIWph9mp,spotify:track:62D09HrnYzp0VWsIWph9mp,https://api.spotify.com/v1/tracks/62D09HrnYzp0VWsIWph9mp,https://api.spotify.com/v1/audio-analysis/62D09HrnYzp0VWsIWph9mp,235907,4,Stargazer,ISLAND,0,2016
0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-6,0.0601,0.939,119.988,audio_features,6K8qKeWo5MsFED7wCR6Kop,spotify:track:6K8qKeWo5MsFED7wCR6Kop,https://api.spotify.com/v1/tracks/6K8qKeWo5MsFED7wCR6Kop,https://api.spotify.com/v1/audio-analysis/6K8qKeWo5MsFED7wCR6Kop,235382,4,Sing,Ed Sheeran,71,2016
0.551,0.865,9,-5.005,1,0.0399,0.00585,0,0.14,0.244,112.486,audio_features,5GhYfK0jevTEtXOaqCKCxw,spotify:track:5GhYfK0jevTEtXOaqCKCxw,https://api.spotify.com/v1/tracks/5GhYfK0jevTEtXOaqCKCxw,https://api.spotify.com/v1/audio-analysis/5GhYfK0jevTEtXOaqCKCxw,240453,4,Be My Escape,Relient K,0,2016
0.497,0.759,8,-5.321,0,0.0499,0.00327,0,0.11,0.459,120.022,audio_features,7zebYDpYfiQkFiyGvkfXhb,spotify:track:7zebYDpYfiQkFiyGvkfXhb,https://api.spotify.com/v1/tracks/7zebYDpYfiQkFiyGvkfXhb,https://api.spotify.com/v1/audio-analysis/7zebYDpYfiQkFiyGvkfXhb,200067,4,Friends,Empire of the Sun,43,2016
0.402,0.587,9,-11.172,0,0.166,0.172,0.0025,0.23,0.102,120.034,audio_features,3sgQqearnvzGKqXLgA49ff,spotify:track:3sgQqearnvzGKqXLgA49ff,https://api.spotify.com/v1/tracks/3sgQqearnvzGKqXLgA49ff,https://api.spotify.com/v1/audio-analysis/3sgQqearnvzGKqXLgA49ff,268000,4,It’s Only (feat. Zyra),ODESZA,35,2016
0.787,0.635,4,-8.271,0,0.155,0.0253,0,0.357,0.237,130.018,audio_features,5NFYuqu8V6QXc6mzcLImd6,spotify:track:5NFYuqu8V6QXc6mzcLImd6,https://api.spotify.com/v1/tracks/5NFYuqu8V6QXc6mzcLImd6,https://api.spotify.com/v1/audio-analysis/5NFYuqu8V6QXc6mzcLImd6,209413,4,Hype,Drake,62,2016
0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-6,0.0649,0.283,80.025,audio_features,7wqSzGeodspE3V6RBD5W8L,spotify:track:7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,229526,4,See You Again (feat. Charlie Puth),Wiz Khalifa,0,2016
0.601,0.883,0,-6.944,1,0.328,0.392,1.93e-5,0.397,0.52,150.967,audio_features,5v501hmUMvbHPKa7qm0MGD,spotify:track:5v501hmUMvbHPKa7qm0MGD,https://api.spotify.com/v1/tracks/5v501hmUMvbHPKa7qm0MGD,https://api.spotify.com/v1/audio-analysis/5v501hmUMvbHPKa7qm0MGD,224672,4,F*ck Your Ethnicity,Kendrick Lamar,0,2016
0.949,0.341,6,-16.817,0,0.233,0.17,0.528,0.0896,0.965,99.035,audio_features,7sVEL4G7OaLosUmjYrRjFj,spotify:track:7sVEL4G7OaLosUmjYrRjFj,https://api.spotify.com/v1/tracks/7sVEL4G7OaLosUmjYrRjFj,https://api.spotify.com/v1/audio-analysis/7sVEL4G7OaLosUmjYrRjFj,213333,4,Spark,Maxwell Young,32,2016
0.568,0.955,1,-3,1,0.0401,0.0194,0,0.195,0.793,137.937,audio_features,4M6pI3JTQ7Fcavu4MytcL6,spotify:track:4M6pI3JTQ7Fcavu4MytcL6,https://api.spotify.com/v1/tracks/4M6pI3JTQ7Fcavu4MytcL6,https://api.spotify.com/v1/audio-analysis/4M6pI3JTQ7Fcavu4MytcL6,199867,4,Must Have Done Something Right,Relient K,0,2016
0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,4B0JvthVoAAuygILe3n4Bs,spotify:track:4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,205680,4,What Do You Mean?,Justin Bieber,78,2016
0.568,0.844,9,-5.875,1,0.0505,1.89e-4,0,0.0607,0.766,116.046,audio_features,1HNE2PX70ztbEl6MLxrpNL,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,207093,4,In Too Deep,Sum 41,75,2016
0.559,0.743,1,-9.447,1,0.0532,0.0711,0.9,0.152,0.264,119.981,audio_features,5EeNRe6Fi29tTrssVzl4dw,spotify:track:5EeNRe6Fi29tTrssVzl4dw,https://api.spotify.com/v1/tracks/5EeNRe6Fi29tTrssVzl4dw,https://api.spotify.com/v1/audio-analysis/5EeNRe6Fi29tTrssVzl4dw,345387,4,Epoch,Tycho,0,2016
0.475,0.644,9,-7.782,1,0.0326,8.7e-4,0.279,0.123,0.568,149.838,audio_features,30SjdIdTMhBSe33nFnBFkC,spotify:track:30SjdIdTMhBSe33nFnBFkC,https://api.spotify.com/v1/tracks/30SjdIdTMhBSe33nFnBFkC,https://api.spotify.com/v1/audio-analysis/30SjdIdTMhBSe33nFnBFkC,250453,4,Temple,Kings of Leon,58,2016
0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,audio_features,4Pwjz3DfvfQWV0rO2V8jyh,spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,https://api.spotify.com/v1/tracks/4Pwjz3DfvfQWV0rO2V8jyh,https://api.spotify.com/v1/audio-analysis/4Pwjz3DfvfQWV0rO2V8jyh,310720,4,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,71,2016
0.434,0.507,7,-6.627,1,0.029,0.0098,0.023,0.0963,0.15,110.066,audio_features,2oGtIqSqW7lEPKn5lIIQeS,spotify:track:2oGtIqSqW7lEPKn5lIIQeS,https://api.spotify.com/v1/tracks/2oGtIqSqW7lEPKn5lIIQeS,https://api.spotify.com/v1/audio-analysis/2oGtIqSqW7lEPKn5lIIQeS,275187,4,Lakehouse,Of Monsters and Men,44,2016
0.597,0.802,1,-1.434,0,0.0662,3.12e-4,0.668,0.0534,0.277,126.052,audio_features,3O1jfpFsvDLhSQGGvqhOs0,spotify:track:3O1jfpFsvDLhSQGGvqhOs0,https://api.spotify.com/v1/tracks/3O1jfpFsvDLhSQGGvqhOs0,https://api.spotify.com/v1/audio-analysis/3O1jfpFsvDLhSQGGvqhOs0,309253,4,Icarus - Live Version,Madeon,20,2016
0.702,0.607,2,-6.509,1,0.0405,0.364,0.0271,0.123,0.436,116.969,audio_features,1o22EcqsCANhwYdaNOSdwS,spotify:track:1o22EcqsCANhwYdaNOSdwS,https://api.spotify.com/v1/tracks/1o22EcqsCANhwYdaNOSdwS,https://api.spotify.com/v1/audio-analysis/1o22EcqsCANhwYdaNOSdwS,181400,4,Tessellate,alt-J,56,2016
0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Love Yourself,Justin Bieber,84,2016
0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-5,0.1,0.397,117.996,audio_features,3BtuIIrQlkujKPuWF2B85z,spotify:track:3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/tracks/3BtuIIrQlkujKPuWF2B85z,https://api.spotify.com/v1/audio-analysis/3BtuIIrQlkujKPuWF2B85z,263373,4,Too Good,Drake,75,2016
0.702,0.277,10,-15.868,0,0.0548,0.379,0.912,0.0942,0.191,140.168,audio_features,6cM9X2vaOkvIYzcp7DVTMl,spotify:track:6cM9X2vaOkvIYzcp7DVTMl,https://api.spotify.com/v1/tracks/6cM9X2vaOkvIYzcp7DVTMl,https://api.spotify.com/v1/audio-analysis/6cM9X2vaOkvIYzcp7DVTMl,280651,4,Apogee - RJD2 Remix,Tycho,0,2017
0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26e-6,0.0893,0.714,128.142,audio_features,5yc59J3MR3tVDPTOgwgRI5,spotify:track:5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5,229413,4,Soul Meets Body,Death Cab for Cutie,60,2017
0.657,0.941,8,-3.919,0,0.061,0.0476,0,0.0797,0.879,136.202,audio_features,7Kpqjspw4Y7HrvItIRcBiW,spotify:track:7Kpqjspw4Y7HrvItIRcBiW,https://api.spotify.com/v1/tracks/7Kpqjspw4Y7HrvItIRcBiW,https://api.spotify.com/v1/audio-analysis/7Kpqjspw4Y7HrvItIRcBiW,222400,4,Jai Ho! (You Are My Destiny),A.R. Rahman,67,2017
0.402,0.114,9,-15.691,1,0.0321,0.842,0.0024,0.318,0.191,128.332,audio_features,3M0QK0bYdiGMu6JNoPk8YG,spotify:track:3M0QK0bYdiGMu6JNoPk8YG,https://api.spotify.com/v1/tracks/3M0QK0bYdiGMu6JNoPk8YG,https://api.spotify.com/v1/audio-analysis/3M0QK0bYdiGMu6JNoPk8YG,206373,3,Bird on the Wire,Leonard Cohen,50,2017
0.78,0.72,5,-9.131,0,0.0514,0.0989,0.399,0.104,0.841,122.993,audio_features,6zq05JacHDDvVpnS4fSIat,spotify:track:6zq05JacHDDvVpnS4fSIat,https://api.spotify.com/v1/tracks/6zq05JacHDDvVpnS4fSIat,https://api.spotify.com/v1/audio-analysis/6zq05JacHDDvVpnS4fSIat,250337,4,Get It Together,Drake,39,2017
0.477,0.426,6,-6.961,1,0.043,0.544,0,0.0903,0.789,184.866,audio_features,6GrrkiCRO3HYdgRpO4eKEL,spotify:track:6GrrkiCRO3HYdgRpO4eKEL,https://api.spotify.com/v1/tracks/6GrrkiCRO3HYdgRpO4eKEL,https://api.spotify.com/v1/audio-analysis/6GrrkiCRO3HYdgRpO4eKEL,200067,3,Swing Life Away,Rise Against,58,2017
0.682,0.839,11,-3.486,0,0.0703,0.266,0,0.0928,0.697,117,audio_features,6Jf3Rzf1aBKmBcuFDEQxOj,spotify:track:6Jf3Rzf1aBKmBcuFDEQxOj,https://api.spotify.com/v1/tracks/6Jf3Rzf1aBKmBcuFDEQxOj,https://api.spotify.com/v1/audio-analysis/6Jf3Rzf1aBKmBcuFDEQxOj,214454,4,Cigarettes,Zach Heckendorf,5,2017
0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,audio_features,1N62wozuHCvczCkY4QidpP,spotify:track:1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/tracks/1N62wozuHCvczCkY4QidpP,https://api.spotify.com/v1/audio-analysis/1N62wozuHCvczCkY4QidpP,236267,4,Over My Head (Cable Car),The Fray,70,2017
0.621,0.261,5,-13.805,1,0.034,0.91,0.06,0.109,0.0702,121.071,audio_features,05riEz6hccTC3AOu2Tj5dG,spotify:track:05riEz6hccTC3AOu2Tj5dG,https://api.spotify.com/v1/tracks/05riEz6hccTC3AOu2Tj5dG,https://api.spotify.com/v1/audio-analysis/05riEz6hccTC3AOu2Tj5dG,330307,4,Santa Monica Dream,Angus & Julia Stone,8,2017
0.747,0.837,8,-8.519,1,0.0486,0.0413,0.536,0.15,0.446,125.996,audio_features,73tgM0hlrZhyQCgc3igWto,spotify:track:73tgM0hlrZhyQCgc3igWto,https://api.spotify.com/v1/tracks/73tgM0hlrZhyQCgc3igWto,https://api.spotify.com/v1/audio-analysis/73tgM0hlrZhyQCgc3igWto,211667,3,Unlimited Endurance,Bondax,16,2017
0.74,0.523,11,-10.753,0,0.233,0.666,0.00142,0.0968,0.235,97.063,audio_features,3pjUyVbFmM96tYhSaKJwTt,spotify:track:3pjUyVbFmM96tYhSaKJwTt,https://api.spotify.com/v1/tracks/3pjUyVbFmM96tYhSaKJwTt,https://api.spotify.com/v1/audio-analysis/3pjUyVbFmM96tYhSaKJwTt,331480,4,Change,J. Cole,67,2017
0.692,0.928,4,-4.908,1,0.127,0.00171,0.66,0.352,0.0384,127.97,audio_features,5ruyhmQ5GNKOLFTCIUo0nB,spotify:track:5ruyhmQ5GNKOLFTCIUo0nB,https://api.spotify.com/v1/tracks/5ruyhmQ5GNKOLFTCIUo0nB,https://api.spotify.com/v1/audio-analysis/5ruyhmQ5GNKOLFTCIUo0nB,292500,4,Some Chords - Dillon Francis Remix,deadmau5,0,2017
0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,audio_features,6ORqU0bHbVCRjXm9AjyHyZ,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467,4,Good Riddance (Time of Your Life),Green Day,77,2017
0.652,0.601,4,-7.988,1,0.0317,0.625,1.65e-4,0.17,0.302,130.308,audio_features,5kGBSOrKYmhRfdPBw4xD8D,spotify:track:5kGBSOrKYmhRfdPBw4xD8D,https://api.spotify.com/v1/tracks/5kGBSOrKYmhRfdPBw4xD8D,https://api.spotify.com/v1/audio-analysis/5kGBSOrKYmhRfdPBw4xD8D,178840,4,Angela (Single Version),The Lumineers,49,2017
0.697,0.298,0,-7.635,1,0.0551,0.92,0,0.0874,0.509,134.216,audio_features,4oeRfmp9XpKWym6YD1WvBP,spotify:track:4oeRfmp9XpKWym6YD1WvBP,https://api.spotify.com/v1/tracks/4oeRfmp9XpKWym6YD1WvBP,https://api.spotify.com/v1/audio-analysis/4oeRfmp9XpKWym6YD1WvBP,148707,4,You and I,Ingrid Michaelson,0,2017
0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4,Yesterday - Remastered 2009,The Beatles,76,2017
0.885,0.477,6,-9.196,0,0.0664,1.31e-4,6.64e-4,0.336,0.691,130.078,audio_features,2OawRn0NvWkStuemgdae4i,spotify:track:2OawRn0NvWkStuemgdae4i,https://api.spotify.com/v1/tracks/2OawRn0NvWkStuemgdae4i,https://api.spotify.com/v1/audio-analysis/2OawRn0NvWkStuemgdae4i,346840,4,My Boo - Hitman's Club Mix,Ghost Town DJs,0,2017
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941,4,Passionfruit,Drake,84,2017
0.587,0.631,1,-6.811,1,0.308,0.461,1.54e-6,0.138,0.733,80.108,audio_features,1XQhZctQWzkznclbmbE7FQ,spotify:track:1XQhZctQWzkznclbmbE7FQ,https://api.spotify.com/v1/tracks/1XQhZctQWzkznclbmbE7FQ,https://api.spotify.com/v1/audio-analysis/1XQhZctQWzkznclbmbE7FQ,227893,4,Everything I Am,Kanye West,0,2017
0.547,0.693,0,-8.786,1,0.0353,9.24e-5,5.46e-5,0.113,0.583,119.567,audio_features,1t2Hq2WIBcZINOEnK6mdJG,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,https://api.spotify.com/v1/tracks/1t2Hq2WIBcZINOEnK6mdJG,https://api.spotify.com/v1/audio-analysis/1t2Hq2WIBcZINOEnK6mdJG,239227,4,Save Tonight,Eagle-Eye Cherry,67,2017
0.607,0.784,7,-6.293,1,0.268,0.433,0,0.689,0.482,81.004,audio_features,6JG0qhINKVwiHxqN85j7RG,spotify:track:6JG0qhINKVwiHxqN85j7RG,https://api.spotify.com/v1/tracks/6JG0qhINKVwiHxqN85j7RG,https://api.spotify.com/v1/audio-analysis/6JG0qhINKVwiHxqN85j7RG,278573,4,Crooked Smile (feat. TLC),J. Cole,0,2017
0.798,0.778,0,-5.313,1,0.0564,0.37,0,0.0887,0.897,116.939,audio_features,1hPdz6czUkCfYfQsBZKDNm,spotify:track:1hPdz6czUkCfYfQsBZKDNm,https://api.spotify.com/v1/tracks/1hPdz6czUkCfYfQsBZKDNm,https://api.spotify.com/v1/audio-analysis/1hPdz6czUkCfYfQsBZKDNm,173635,4,KW (feat. Keller Williams),The Accidentals,6,2017
0.668,0.739,4,-4.919,1,0.0308,0.0383,0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467,4,No Such Thing,John Mayer,63,2017
0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,audio_features,1pqOdQkmYdM7AUM1q3L1mN,spotify:track:1pqOdQkmYdM7AUM1q3L1mN,https://api.spotify.com/v1/tracks/1pqOdQkmYdM7AUM1q3L1mN,https://api.spotify.com/v1/audio-analysis/1pqOdQkmYdM7AUM1q3L1mN,228155,4,Late Night,ODESZA,43,2017
0.604,0.655,9,-7.088,1,0.0273,0.109,0.0019,0.125,0.59,115.038,audio_features,7LZN7FkxHZk6maiN6NdI2i,spotify:track:7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/tracks/7LZN7FkxHZk6maiN6NdI2i,https://api.spotify.com/v1/audio-analysis/7LZN7FkxHZk6maiN6NdI2i,180413,4,Dark Days,Local Natives,63,2017
0.54,0.729,0,-3.709,1,0.0276,0.169,0,0.112,0.779,80.454,audio_features,5U1eDhGNl6uUQThJ4nBm7z,spotify:track:5U1eDhGNl6uUQThJ4nBm7z,https://api.spotify.com/v1/tracks/5U1eDhGNl6uUQThJ4nBm7z,https://api.spotify.com/v1/audio-analysis/5U1eDhGNl6uUQThJ4nBm7z,203653,4,Spirits,The Strumbellas,0,2017
0.52,0.497,2,-9.925,1,0.0403,0.185,0.00785,0.109,0.417,148.895,audio_features,3s1Fp9QTQH6Mx4Pzvwoilp,spotify:track:3s1Fp9QTQH6Mx4Pzvwoilp,https://api.spotify.com/v1/tracks/3s1Fp9QTQH6Mx4Pzvwoilp,https://api.spotify.com/v1/audio-analysis/3s1Fp9QTQH6Mx4Pzvwoilp,238093,4,Memorial Day,The Accidentals,23,2017
0.702,0.831,2,-4.987,1,0.0274,0.00791,6.66e-4,0.0844,0.889,118.445,audio_features,3srofwWlFzNqgSmRI9YbFY,spotify:track:3srofwWlFzNqgSmRI9YbFY,https://api.spotify.com/v1/tracks/3srofwWlFzNqgSmRI9YbFY,https://api.spotify.com/v1/audio-analysis/3srofwWlFzNqgSmRI9YbFY,202293,4,Heart Out,The 1975,40,2017
0.568,0.558,9,-8.553,1,0.0278,0.724,3.31e-4,0.116,0.287,104.991,audio_features,6uaIMhUZXMuT2Zz0vxrFiR,spotify:track:6uaIMhUZXMuT2Zz0vxrFiR,https://api.spotify.com/v1/tracks/6uaIMhUZXMuT2Zz0vxrFiR,https://api.spotify.com/v1/audio-analysis/6uaIMhUZXMuT2Zz0vxrFiR,239960,4,The Woods - Acoustic,Hollow Coves,26,2017
0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,audio_features,0IktbUcnAGrvD03AWnz3Q8,spotify:track:0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/tracks/0IktbUcnAGrvD03AWnz3Q8,https://api.spotify.com/v1/audio-analysis/0IktbUcnAGrvD03AWnz3Q8,189613,4,Lucky,Jason Mraz,74,2017
0.849,0.688,6,-5.956,1,0.0686,0.271,0.308,0.286,0.555,124.992,audio_features,1HvOkMQua2nC7CQpKNGLNE,spotify:track:1HvOkMQua2nC7CQpKNGLNE,https://api.spotify.com/v1/tracks/1HvOkMQua2nC7CQpKNGLNE,https://api.spotify.com/v1/audio-analysis/1HvOkMQua2nC7CQpKNGLNE,258333,4,Cold Blooded,ZHU,49,2017
0.414,0.161,7,-22.32,0,0.0318,0.883,2.23e-4,0.117,0.423,159.375,audio_features,5ihS6UUlyQAfmp48eSkxuQ,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/tracks/5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/audio-analysis/5ihS6UUlyQAfmp48eSkxuQ,199493,4,Landslide,Fleetwood Mac,77,2017
0.556,0.908,5,-4.759,0,0.245,0.301,0,0.129,0.715,158.151,audio_features,2wQVmS0j4xcSbEK8CLEgwz,spotify:track:2wQVmS0j4xcSbEK8CLEgwz,https://api.spotify.com/v1/tracks/2wQVmS0j4xcSbEK8CLEgwz,https://api.spotify.com/v1/audio-analysis/2wQVmS0j4xcSbEK8CLEgwz,209360,4,Born Sinner (feat. James Fauntleroy),J. Cole,0,2017
